action_indices,budget,budget_semantics,cap,eligible_states,excluded_state_ids_sha256,formal_complete_case_states,gain_capture,gain_capture_defined,lambda,model,negative_selected_rate,oracle_gain,oracle_headroom_positive,oracle_headroom_status,plan_feasible_target_undefined_excluded_states,profiled_cost_common_units,profiled_cost_seconds,realized_gain,selected_negative_states,selected_true_positive_states,selected_zero_gain_states,selection_sha256,split,unused,used,saved_json_pointer
"[0,1,2,3,4]",0.01,FORCED_K,273,27276,7671b27f6a1564cda905d8b1d6cd8ffce9e5ebf6cd56779e59d26015c01aa2de,27276,0.009521893152944076,true,0.0,R3_P,0.47619047619047616,18.076498566472765,true,POSITIVE_ORACLE_HEADROOM,4,273.0822977999982,59.50889357813867,0.1721224879293004,130,139,4,f74b8376e38542c22d12f4bd8278a0cf70ed24714a134334534e84247d08913a,FIT_OOF,0,273,/sparse_budget_metrics/218
"[0,1,2,3,4]",0.01,POSITIVE_GAIN_CAP,273,27276,7671b27f6a1564cda905d8b1d6cd8ffce9e5ebf6cd56779e59d26015c01aa2de,27276,0.009521893152944076,true,0.0,R3_P,0.47619047619047616,18.076498566472765,true,POSITIVE_ORACLE_HEADROOM,4,273.0822977999982,59.50889357813867,0.1721224879293004,130,139,4,f74b8376e38542c22d12f4bd8278a0cf70ed24714a134334534e84247d08913a,FIT_OOF,0,273,/sparse_budget_metrics/219
"[0,1,2,3,4]",0.02,FORCED_K,546,27276,7671b27f6a1564cda905d8b1d6cd8ffce9e5ebf6cd56779e59d26015c01aa2de,27276,0.07754290196448622,true,0.0,R3_P,0.45604395604395603,18.852966403786922,true,POSITIVE_ORACLE_HEADROOM,4,546.2881333458288,119.05157499338384,1.4619137255886017,249,281,16,e86faee3a5e96a3217e3c81267a3b65c9c759304c6c2729809355a9ddf1dac39,FIT_OOF,0,546,/sparse_budget_metrics/220
"[0,1,2,3,4]",0.02,POSITIVE_GAIN_CAP,546,27276,7671b27f6a1564cda905d8b1d6cd8ffce9e5ebf6cd56779e59d26015c01aa2de,27276,0.07754290196448622,true,0.0,R3_P,0.45604395604395603,18.852966403786922,true,POSITIVE_ORACLE_HEADROOM,4,546.2881333458288,119.05157499338384,1.4619137255886017,249,281,16,e86faee3a5e96a3217e3c81267a3b65c9c759304c6c2729809355a9ddf1dac39,FIT_OOF,0,546,/sparse_budget_metrics/221
"[0,1,2,3,4]",0.05,FORCED_K,1364,27276,7671b27f6a1564cda905d8b1d6cd8ffce9e5ebf6cd56779e59d26015c01aa2de,27276,0.1618373873657008,true,0.0,R3_P,0.46187683284457476,19.223627268143446,true,POSITIVE_ORACLE_HEADROOM,4,1365.1045220756114,297.4959721080377,3.1111016127683797,630,666,68,2a986892eeac13c8c0a1b10ca12a8ca16a4856e82d10db55085dbbea414497ed,FIT_OOF,0,1364,/sparse_budget_metrics/222
"[0,1,2,3,4]",0.05,POSITIVE_GAIN_CAP,1364,27276,7671b27f6a1564cda905d8b1d6cd8ffce9e5ebf6cd56779e59d26015c01aa2de,27276,0.1618373873657008,true,0.0,R3_P,0.46187683284457476,19.223627268143446,true,POSITIVE_ORACLE_HEADROOM,4,1365.1045220756114,297.4959721080377,3.1111016127683797,630,666,68,2a986892eeac13c8c0a1b10ca12a8ca16a4856e82d10db55085dbbea414497ed,FIT_OOF,0,1364,/sparse_budget_metrics/223
